series_id,series_name,brand,category,in_model_cohort,row_months,raw_positive_months,repaired_positive_months,raw_first_positive_date,raw_last_positive_date,repaired_first_positive_date,repaired_last_positive_date,prelaunch_zero_months,internal_zero_months,longest_internal_zero_run,trailing_zero_months,raw_train_positive_months,raw_test_sales,repaired_test_sales,test_sales_delta,reference_avg_12_before_raw_cutoff,audit_status,current_modeling_action,evidence_url,status_note,flag_never_positive,flag_no_positive_in_training,flag_all_zero_raw_test,flag_all_zero_repaired_test,flag_internal_gap_ge3,flag_recent_trailing_cutoff,flag_high_volume_cutoff,verification_priority,risk_score,verification_reason
28760,长安欧尚Z6 智电iDD,长安欧尚,SUV,False,54,38,38,2022-09-01,2025-12-01,2022-09-01,2025-12-01,8,2,1,6,33,0,0,0,114.08333333333333,unresolved,keep_zero_pending_manual,,2025年销量降至个位数后归零；尚无足够证据区分停产后零值和来源缺失,False,False,True,True,False,True,False,high,65,previous high-risk review unresolved; entire repaired test window is zero; positive in 2025 then at least 6 trailing zeros
28964,东南DX8 PLUS,东南,轿车,False,54,3,3,2022-10-01,2022-12-01,2022-10-01,2022-12-01,9,0,0,42,3,0,0,0,947.0,unreviewed,not_reviewed,,,False,False,True,True,False,False,True,high,40,entire repaired test window is zero; high-volume history followed by a zero gap
21666,博骏,野马汽车,SUV,False,54,12,12,2022-01-01,2022-12-01,2022-01-01,2022-12-01,0,0,0,42,12,0,0,0,654.1666666666666,unreviewed,not_reviewed,,,False,False,True,True,False,False,True,high,40,entire repaired test window is zero; high-volume history followed by a zero gap
23173,名爵HS,MG名爵,SUV,False,54,12,12,2022-01-01,2022-12-01,2022-01-01,2022-12-01,0,0,0,42,12,0,0,0,503.75,unreviewed,not_reviewed,,,False,False,True,True,False,False,True,high,40,entire repaired test window is zero; high-volume history followed by a zero gap
10846,启悦,铃木,轿车,False,54,12,12,2022-01-01,2022-12-01,2022-01-01,2022-12-01,0,0,0,42,12,0,0,0,845.5,unreviewed,not_reviewed,,,False,False,True,True,False,False,True,high,40,entire repaired test window is zero; high-volume history followed by a zero gap
24725,威马W6,威马汽车,SUV,False,54,12,12,2022-01-01,2022-12-01,2022-01-01,2022-12-01,0,0,0,42,12,0,0,0,530.6666666666666,unreviewed,not_reviewed,,,False,False,True,True,False,False,True,high,40,entire repaired test window is zero; high-volume history followed by a zero gap
22283,宝骏530,宝骏,SUV,False,54,10,10,2022-01-01,2022-12-01,2022-01-01,2022-12-01,0,2,1,42,10,0,0,0,918.6666666666666,unreviewed,not_reviewed,,,False,False,True,True,False,False,True,high,40,entire repaired test window is zero; high-volume history followed by a zero gap
100,桑塔纳,大众,轿车,False,54,23,23,2022-01-01,2023-12-01,2022-01-01,2023-12-01,0,1,1,30,23,0,0,0,2589.1666666666665,unreviewed,not_reviewed,,,False,False,True,True,False,False,True,high,40,entire repaired test window is zero; high-volume history followed by a zero gap
25051,荣威RX5 eMAX,荣威,SUV,False,54,10,10,2022-03-01,2022-12-01,2022-03-01,2022-12-01,2,0,0,42,10,0,0,0,984.75,unreviewed,not_reviewed,,,False,False,True,True,False,False,True,high,40,entire repaired test window is zero; high-volume history followed by a zero gap
25604,长安CS55PLUS,长安,SUV,False,54,48,48,2022-01-01,2026-06-01,2022-01-01,2026-06-01,0,6,6,0,36,24263,24263,0,4512.5,unreviewed,not_reviewed,,,False,False,False,False,True,False,True,high,37,internal zero run=6 months; high-volume history followed by a zero gap
28671,沃尔沃C40,沃尔沃,SUV,True,54,32,32,2022-07-01,2025-12-01,2022-07-01,2025-12-01,6,10,10,6,31,0,0,0,0.3333333333333333,unreviewed,not_reviewed,,,False,False,True,True,True,True,False,medium,85,affects 371-series model cohort; entire repaired test window is zero; internal zero run=10 months; positive in 2025 then at least 6 trailing zeros
30727,海马INJOY,海马,轿车,True,54,3,3,2024-12-01,2025-12-01,2024-12-01,2025-12-01,35,10,7,6,1,0,0,0,5.916666666666667,unreviewed,not_reviewed,,,False,False,True,True,True,True,False,medium,79,affects 371-series model cohort; entire repaired test window is zero; internal zero run=7 months; positive in 2025 then at least 6 trailing zeros
28425,合创A06,合创汽车,轿车,True,54,27,27,2022-11-01,2025-12-01,2022-11-01,2025-12-01,10,11,5,6,26,0,0,0,2.1666666666666665,unreviewed,not_reviewed,,,False,False,True,True,True,True,False,medium,75,affects 371-series model cohort; entire repaired test window is zero; internal zero run=5 months; positive in 2025 then at least 6 trailing zeros
29652,Polestar 4,Polestar极星,SUV,True,54,1,1,2025-12-01,2025-12-01,2025-12-01,2025-12-01,47,0,0,6,0,0,0,0,7.0,unreviewed,not_reviewed,,,False,True,True,True,False,True,False,medium,65,affects 371-series model cohort; entire repaired test window is zero; positive in 2025 then at least 6 trailing zeros
27476,欧拉闪电猫,欧拉,轿车,True,54,38,38,2022-11-01,2025-12-01,2022-11-01,2025-12-01,10,0,0,6,32,0,0,0,29.833333333333332,unreviewed,not_reviewed,,,False,False,True,True,False,True,False,medium,65,affects 371-series model cohort; entire repaired test window is zero; positive in 2025 then at least 6 trailing zeros
29119,猛士917,猛士,SUV,True,54,3,3,2025-10-01,2025-12-01,2025-10-01,2025-12-01,45,0,0,6,0,0,0,0,4.75,unreviewed,not_reviewed,,,False,True,True,True,False,True,False,medium,65,affects 371-series model cohort; entire repaired test window is zero; positive in 2025 then at least 6 trailing zeros
25651,红旗E-HS9,红旗,SUV,True,54,24,24,2023-12-01,2025-12-01,2023-12-01,2025-12-01,23,1,1,6,18,0,0,0,26.5,unreviewed,not_reviewed,,,False,False,True,True,False,True,False,medium,65,affects 371-series model cohort; entire repaired test window is zero; positive in 2025 then at least 6 trailing zeros
29951,江淮A5 PLUS,江淮,轿车,True,54,12,12,2023-06-01,2024-12-01,2023-06-01,2024-12-01,17,7,7,18,12,0,0,0,7.25,unreviewed,not_reviewed,,,False,False,True,True,True,False,False,medium,59,affects 371-series model cohort; entire repaired test window is zero; internal zero run=7 months
23313,启辰T60,启辰,SUV,True,54,27,27,2022-01-01,2024-12-01,2022-01-01,2024-12-01,0,9,6,18,27,0,0,0,0.25,unreviewed,not_reviewed,,,False,False,True,True,True,False,False,medium,57,affects 371-series model cohort; entire repaired test window is zero; internal zero run=6 months
23869,享域,本田,轿车,True,54,31,31,2022-01-01,2024-12-01,2022-01-01,2024-12-01,0,5,4,18,31,0,0,0,4.083333333333333,unreviewed,not_reviewed,,,False,False,True,True,True,False,False,medium,53,affects 371-series model cohort; entire repaired test window is zero; internal zero run=4 months
27422,小虎FEV,小虎,轿车,True,54,30,30,2022-01-01,2024-12-01,2022-01-01,2024-12-01,0,6,4,18,30,0,0,0,41.083333333333336,unreviewed,not_reviewed,,,False,False,True,True,True,False,False,medium,53,affects 371-series model cohort; entire repaired test window is zero; internal zero run=4 months
21448,奥迪A6L e-tron,奥迪,轿车,True,54,29,29,2022-01-01,2026-06-01,2022-01-01,2026-06-01,0,25,11,0,25,139,139,0,50.166666666666664,unreviewed,not_reviewed,,,False,False,False,False,True,False,False,medium,52,affects 371-series model cohort; internal zero run=11 months
27362,ID.6 CROZZ,大众,SUV,True,54,49,49,2022-01-01,2026-06-01,2022-01-01,2026-06-01,0,5,5,0,42,1,1,0,5.416666666666667,unreviewed,not_reviewed,,,False,False,False,False,True,False,False,medium,40,affects 371-series model cohort; internal zero run=5 months
23973,迈腾PHEV,大众,轿车,True,54,44,44,2022-01-01,2026-06-01,2022-01-01,2026-06-01,0,10,5,0,41,118,118,0,10.0,unreviewed,not_reviewed,,,False,False,False,False,True,False,False,medium,40,affects 371-series model cohort; internal zero run=5 months
28601,枫叶60s,睿蓝汽车,轿车,True,54,48,48,2022-01-01,2026-06-01,2022-01-01,2026-06-01,0,6,4,0,37,1370,1370,0,178.83333333333334,unreviewed,not_reviewed,,,False,False,False,False,True,False,False,medium,38,affects 371-series model cohort; internal zero run=4 months
24136,SWM斯威X2,SWM斯威汽车,MPV,False,54,10,10,2022-01-01,2023-12-01,2022-01-01,2023-12-01,0,14,11,30,10,0,0,0,5.916666666666667,unreviewed,not_reviewed,,,False,False,True,True,True,False,False,medium,37,entire repaired test window is zero; internal zero run=11 months
30355,红旗天工08,红旗,SUV,True,54,23,23,2024-05-01,2026-06-01,2024-05-01,2026-06-01,28,3,3,0,11,460,460,0,132.25,unreviewed,not_reviewed,,,False,False,False,False,True,False,False,medium,36,affects 371-series model cohort; internal zero run=3 months
26763,荣威i6 MAX新能源,荣威,轿车,True,54,50,50,2022-02-01,2026-06-01,2022-02-01,2026-06-01,1,3,3,0,41,31,31,0,290.8333333333333,unreviewed,not_reviewed,,,False,False,False,False,True,False,False,medium,36,affects 371-series model cohort; internal zero run=3 months
28426,合创V09,合创汽车,MPV,False,54,23,23,2023-10-01,2025-12-01,2023-10-01,2025-12-01,21,4,2,6,17,0,0,0,14.583333333333334,unreviewed,not_reviewed,,,False,False,True,True,False,True,False,medium,35,entire repaired test window is zero; positive in 2025 then at least 6 trailing zeros
22393,奕泽IZOA,丰田,SUV,False,54,45,45,2022-01-01,2025-12-01,2022-01-01,2025-12-01,0,3,2,6,42,0,0,0,13.0,unreviewed,not_reviewed,,,False,False,True,True,False,True,False,medium,35,entire repaired test window is zero; positive in 2025 then at least 6 trailing zeros
30999,星海X5,东风风行,SUV,False,54,3,3,2025-10-01,2025-12-01,2025-10-01,2025-12-01,45,0,0,6,0,0,0,0,473.25,unreviewed,not_reviewed,,,False,True,True,True,False,True,False,medium,35,entire repaired test window is zero; positive in 2025 then at least 6 trailing zeros
22333,零跑S01,零跑汽车,轿车,False,54,4,4,2022-01-01,2022-12-01,2022-01-01,2022-12-01,0,8,8,42,4,0,0,0,5.25,unreviewed,not_reviewed,,,False,False,True,True,True,False,False,medium,31,entire repaired test window is zero; internal zero run=8 months
27044,MG领航新能源,MG名爵,SUV,False,54,7,7,2023-01-01,2023-12-01,2023-01-01,2023-12-01,12,5,5,30,7,0,0,0,11.5,unreviewed,not_reviewed,,,False,False,True,True,True,False,False,medium,25,entire repaired test window is zero; internal zero run=5 months
20582,SWM斯威X7,SWM斯威汽车,SUV,False,54,13,13,2022-01-01,2023-12-01,2022-01-01,2023-12-01,0,11,5,30,13,0,0,0,99.83333333333333,unreviewed,not_reviewed,,,False,False,True,True,True,False,False,medium,25,entire repaired test window is zero; internal zero run=5 months
22734,逸动DT,长安,轿车,False,54,16,16,2022-04-01,2023-12-01,2022-04-01,2023-12-01,3,5,5,30,16,0,0,0,40.416666666666664,unreviewed,not_reviewed,,,False,False,True,True,True,False,False,medium,25,entire repaired test window is zero; internal zero run=5 months
26402,锐际新能源,福特,SUV,False,54,15,15,2022-01-01,2023-12-01,2022-01-01,2023-12-01,0,9,5,30,15,0,0,0,0.4166666666666667,unreviewed,not_reviewed,,,False,False,True,True,True,False,False,medium,25,entire repaired test window is zero; internal zero run=5 months
25100,冒险家新能源,林肯,SUV,False,54,14,14,2022-05-01,2023-12-01,2022-05-01,2023-12-01,4,6,4,30,14,0,0,0,1.0833333333333333,unreviewed,not_reviewed,,,False,False,True,True,True,False,False,medium,23,entire repaired test window is zero; internal zero run=4 months
3188,凯越,别克,轿车,False,54,14,14,2022-07-01,2023-12-01,2022-07-01,2023-12-01,6,4,4,30,14,0,0,0,27.0,unreviewed,not_reviewed,,,False,False,True,True,True,False,False,medium,23,entire repaired test window is zero; internal zero run=4 months
23803,富康ES500,东风富康,轿车,False,54,4,4,2022-03-01,2022-12-01,2022-03-01,2022-12-01,2,6,4,42,4,0,0,0,0.8333333333333334,unreviewed,not_reviewed,,,False,False,True,True,True,False,False,medium,23,entire repaired test window is zero; internal zero run=4 months
13509,自由侠,Jeep,SUV,False,54,6,6,2022-03-01,2022-12-01,2022-03-01,2022-12-01,2,4,4,42,6,0,0,0,2.75,unreviewed,not_reviewed,,,False,False,True,True,True,False,False,medium,23,entire repaired test window is zero; internal zero run=4 months
25479,锐程CC,长安,轿车,False,54,18,18,2022-01-01,2023-12-01,2022-01-01,2023-12-01,0,6,4,30,18,0,0,0,69.08333333333333,unreviewed,not_reviewed,,,False,False,True,True,True,False,False,medium,23,entire repaired test window is zero; internal zero run=4 months
13351,雷凌双擎E+,丰田,轿车,False,54,19,19,2022-01-01,2023-12-01,2022-01-01,2023-12-01,0,5,4,30,19,0,0,0,1.8333333333333333,unreviewed,not_reviewed,,,False,False,True,True,True,False,False,medium,23,entire repaired test window is zero; internal zero run=4 months
28742,ARIYA艾睿雅,日产,SUV,False,54,37,37,2022-10-01,2026-06-01,2022-10-01,2026-06-01,9,8,5,0,30,7,7,0,1.5833333333333333,unreviewed,not_reviewed,,,False,False,False,False,True,False,False,medium,10,internal zero run=5 months
24824,Model 3,特斯拉,轿车,True,54,27,54,2022-01-01,2024-05-01,2022-01-01,2026-06-01,0,0,0,0,27,0,66442,66442,11015.583333333334,confirmed_source_gap_repaired,apply_verified_history_and_test,https://m.pcauto.com.cn/x/5105/51055697.html,同源年度表纠正2022-01至02非零错值并补齐2022-10至11及2024-06至2025-12；同源月页补齐2026-01至06,False,False,True,False,False,False,False,reviewed_repaired,0,same-source gap fully repaired through overlay
26651,Model Y,特斯拉,SUV,True,54,26,54,2022-01-01,2024-05-01,2022-01-01,2026-06-01,0,0,0,0,26,0,172513,172513,39220.0,confirmed_source_gap_repaired,apply_verified_history_and_test,https://www.pcauto.com.cn/jxwd/5158/51588188.html,同源年度表纠正2022-01至02非零错值并补齐2022-09至11及2024-06至2025-12；同源月页补齐2026-01至06,False,False,True,False,False,False,False,reviewed_repaired,0,same-source gap fully repaired through overlay
9604,五菱宏光S,五菱,MPV,True,54,0,1,,,2026-06-01,2026-06-01,53,0,0,0,0,0,2215,2215,0.0,confirmed_source_gap_repaired,apply_verified_history_and_test,https://price.pcauto.com.cn/salescar/sg9604/y2026-m6/,批量回采540个试点车系月中唯一明确差异；仅2026-06有来源销量2215，其余月份源站显示为无记录,False,True,True,False,False,False,False,reviewed_repaired,0,same-source gap fully repaired through overlay
29436,iCAR 03,iCAR,SUV,True,54,25,25,2023-12-01,2025-12-01,2023-12-01,2025-12-01,23,0,0,6,19,0,0,0,1011.8333333333334,confirmed_post_discontinuation,keep_zero,https://price.pcauto.com.cn/salescar/sg29436/,同源车系页标记停售且销量序列止于2025-12,False,False,True,True,False,True,True,reviewed_keep,0,same-source discontinuation already verified
27583,EVOS,福特,SUV,True,54,36,36,2022-01-01,2024-12-01,2022-01-01,2024-12-01,0,0,0,18,36,0,0,0,74.33333333333333,unreviewed,not_reviewed,,,False,False,True,True,False,False,False,low,45,affects 371-series model cohort; entire repaired test window is zero
29851,五菱星云,五菱,SUV,True,54,15,15,2023-09-01,2024-12-01,2023-09-01,2024-12-01,20,1,1,18,15,0,0,0,239.08333333333334,unreviewed,not_reviewed,,,False,False,True,True,False,False,False,low,45,affects 371-series model cohort; entire repaired test window is zero
12513,传祺GA8,广汽传祺,轿车,True,54,24,24,2022-01-01,2023-12-01,2022-01-01,2023-12-01,0,0,0,30,24,0,0,0,15.666666666666666,unreviewed,not_reviewed,,,False,False,True,True,False,False,False,low,45,affects 371-series model cohort; entire repaired test window is zero
13838,别克GL6,别克,MPV,True,54,24,24,2022-01-01,2023-12-01,2022-01-01,2023-12-01,0,0,0,30,24,0,0,0,82.83333333333333,unreviewed,not_reviewed,,,False,False,True,True,False,False,False,low,45,affects 371-series model cohort; entire repaired test window is zero
13350,卡罗拉双擎E+,丰田,轿车,True,54,24,24,2022-01-01,2023-12-01,2022-01-01,2023-12-01,0,0,0,30,24,0,0,0,35.25,unreviewed,not_reviewed,,,False,False,True,True,False,False,False,low,45,affects 371-series model cohort; entire repaired test window is zero
22263,小鹏G3,小鹏,SUV,True,54,35,35,2022-01-01,2024-12-01,2022-01-01,2024-12-01,0,1,1,18,35,0,0,0,30.0,unreviewed,not_reviewed,,,False,False,True,True,False,False,False,low,45,affects 371-series model cohort; entire repaired test window is zero
27442,小鹏P5,小鹏,轿车,True,54,36,36,2022-01-01,2024-12-01,2022-01-01,2024-12-01,0,0,0,18,36,0,0,0,394.1666666666667,unreviewed,not_reviewed,,,False,False,True,True,False,False,False,low,45,affects 371-series model cohort; entire repaired test window is zero
23253,沃兰多,雪佛兰,轿车,True,54,23,23,2022-02-01,2023-12-01,2022-02-01,2023-12-01,1,0,0,30,23,0,0,0,150.83333333333334,unreviewed,not_reviewed,,,False,False,True,True,False,False,False,low,45,affects 371-series model cohort; entire repaired test window is zero
21973,荣威RX3,荣威,SUV,True,54,24,24,2022-01-01,2023-12-01,2022-01-01,2023-12-01,0,0,0,30,24,0,0,0,63.166666666666664,unreviewed,not_reviewed,,,False,False,True,True,False,False,False,low,45,affects 371-series model cohort; entire repaired test window is zero
11787,起亚KX3傲跑,起亚,SUV,True,54,24,24,2022-01-01,2023-12-01,2022-01-01,2023-12-01,0,0,0,30,24,0,0,0,417.1666666666667,unreviewed,not_reviewed,,,False,False,True,True,False,False,False,low,45,affects 371-series model cohort; entire repaired test window is zero
13018,C4世嘉,雪铁龙,轿车,False,54,0,0,,,,,0,0,0,54,0,0,0,0,0.0,unreviewed,not_reviewed,,,True,True,True,True,False,False,False,low,35,no positive sales in entire 54-month panel
9656,DS 5,DS,轿车,False,54,0,0,,,,,0,0,0,54,0,0,0,0,0.0,unreviewed,not_reviewed,,,True,True,True,True,False,False,False,low,35,no positive sales in entire 54-month panel
10199,DS 5LS,DS,轿车,False,54,0,0,,,,,0,0,0,54,0,0,0,0,0.0,unreviewed,not_reviewed,,,True,True,True,True,False,False,False,low,35,no positive sales in entire 54-month panel
10750,DS 6,DS,SUV,False,54,0,0,,,,,0,0,0,54,0,0,0,0,0.0,unreviewed,not_reviewed,,,True,True,True,True,False,False,False,low,35,no positive sales in entire 54-month panel
22407,ENCINO昂希诺,现代,SUV,False,54,0,0,,,,,0,0,0,54,0,0,0,0,0.0,unreviewed,not_reviewed,,,True,True,True,True,False,False,False,low,35,no positive sales in entire 54-month panel
11899,ES210,北汽新能源,轿车,False,54,0,0,,,,,0,0,0,54,0,0,0,0,0.0,unreviewed,not_reviewed,,,True,True,True,True,False,False,False,low,35,no positive sales in entire 54-month panel
11889,EV系列,北汽新能源,轿车,False,54,0,0,,,,,0,0,0,54,0,0,0,0,0.0,unreviewed,not_reviewed,,,True,True,True,True,False,False,False,low,35,no positive sales in entire 54-month panel
11763,GX3,中兴,SUV,False,54,0,0,,,,,0,0,0,54,0,0,0,0,0.0,unreviewed,not_reviewed,,,True,True,True,True,False,False,False,low,35,no positive sales in entire 54-month panel
12011,K50,开瑞,MPV,False,54,0,0,,,,,0,0,0,54,0,0,0,0,0.0,unreviewed,not_reviewed,,,True,True,True,True,False,False,False,low,35,no positive sales in entire 54-month panel
22189,LITE,LITE,轿车,False,54,0,0,,,,,0,0,0,54,0,0,0,0,0.0,unreviewed,not_reviewed,,,True,True,True,True,False,False,False,low,35,no positive sales in entire 54-month panel
22634,Mattu,猎豹汽车,SUV,False,54,0,0,,,,,0,0,0,54,0,0,0,0,0.0,unreviewed,not_reviewed,,,True,True,True,True,False,False,False,low,35,no positive sales in entire 54-month panel
10069,Ottimo致悦,菲亚特,轿车,False,54,0,0,,,,,0,0,0,54,0,0,0,0,0.0,unreviewed,not_reviewed,,,True,True,True,True,False,False,False,low,35,no positive sales in entire 54-month panel
22937,SITECH DEV 1,新特,SUV,False,54,0,0,,,,,0,0,0,54,0,0,0,0,0.0,unreviewed,not_reviewed,,,True,True,True,True,False,False,False,low,35,no positive sales in entire 54-month panel
3337,V3菱悦,东南,轿车,False,54,0,0,,,,,0,0,0,54,0,0,0,0,0.0,unreviewed,not_reviewed,,,True,True,True,True,False,False,False,low,35,no positive sales in entire 54-month panel
12764,V5 plus,东南,轿车,False,54,0,0,,,,,0,0,0,54,0,0,0,0,0.0,unreviewed,not_reviewed,,,True,True,True,True,False,False,False,low,35,no positive sales in entire 54-month panel
7542,V5菱致,东南,轿车,False,54,0,0,,,,,0,0,0,54,0,0,0,0,0.0,unreviewed,not_reviewed,,,True,True,True,True,False,False,False,low,35,no positive sales in entire 54-month panel
8129,V6菱仕,东南,轿车,False,54,0,0,,,,,0,0,0,54,0,0,0,0,0.0,unreviewed,not_reviewed,,,True,True,True,True,False,False,False,low,35,no positive sales in entire 54-month panel
21072,VELITE 5,别克,轿车,False,54,0,0,,,,,0,0,0,54,0,0,0,0,0.0,unreviewed,not_reviewed,,,True,True,True,True,False,False,False,low,35,no positive sales in entire 54-month panel
22184,WEY P8,魏牌,SUV,False,54,0,0,,,,,0,0,0,54,0,0,0,0,0.0,unreviewed,not_reviewed,,,True,True,True,True,False,False,False,low,35,no positive sales in entire 54-month panel
9509,Yeti,斯柯达,SUV,False,54,0,0,,,,,0,0,0,54,0,0,0,0,0.0,unreviewed,not_reviewed,,,True,True,True,True,False,False,False,low,35,no positive sales in entire 54-month panel
11920,mu-X牧游侠,五十铃,SUV,False,54,0,0,,,,,0,0,0,54,0,0,0,0,0.0,unreviewed,not_reviewed,,,True,True,True,True,False,False,False,low,35,no positive sales in entire 54-month panel
14192,上汽大通MAXUS D90,大通,SUV,False,54,0,0,,,,,0,0,0,54,0,0,0,0,0.0,unreviewed,not_reviewed,,,True,True,True,True,False,False,False,low,35,no positive sales in entire 54-month panel
13500,上汽大通MAXUS EG10,大通,MPV,False,54,0,0,,,,,0,0,0,54,0,0,0,0,0.0,unreviewed,not_reviewed,,,True,True,True,True,False,False,False,low,35,no positive sales in entire 54-month panel
23694,世锐PHEV,广汽集团,SUV,False,54,0,0,,,,,0,0,0,54,0,0,0,0,0.0,unreviewed,not_reviewed,,,True,True,True,True,False,False,False,low,35,no positive sales in entire 54-month panel
4018,丘比特,海马,轿车,False,54,0,0,,,,,0,0,0,54,0,0,0,0,0.0,unreviewed,not_reviewed,,,True,True,True,True,False,False,False,low,35,no positive sales in entire 54-month panel
22253,东南DX3新能源,东南,SUV,False,54,0,0,,,,,0,0,0,54,0,0,0,0,0.0,unreviewed,not_reviewed,,,True,True,True,True,False,False,False,low,35,no positive sales in entire 54-month panel
10821,东风A9,东风风神,轿车,False,54,0,0,,,,,0,0,0,54,0,0,0,0,0.0,unreviewed,not_reviewed,,,True,True,True,True,False,False,False,low,35,no positive sales in entire 54-month panel
13591,东风风度MX5,东风风度,SUV,False,54,0,0,,,,,0,0,0,54,0,0,0,0,0.0,unreviewed,not_reviewed,,,True,True,True,True,False,False,False,low,35,no positive sales in entire 54-month panel
11837,东风风度MX6,东风风度,SUV,False,54,0,0,,,,,0,0,0,54,0,0,0,0,0.0,unreviewed,not_reviewed,,,True,True,True,True,False,False,False,low,35,no positive sales in entire 54-month panel
11021,东风风神A30,东风风神,轿车,False,54,0,0,,,,,0,0,0,54,0,0,0,0,0.0,unreviewed,not_reviewed,,,True,True,True,True,False,False,False,low,35,no positive sales in entire 54-month panel
12523,东风风神AX3,东风风神,SUV,False,54,0,0,,,,,0,0,0,54,0,0,0,0,0.0,unreviewed,not_reviewed,,,True,True,True,True,False,False,False,low,35,no positive sales in entire 54-month panel
21223,东风风神AX4,东风风神,SUV,False,54,0,0,,,,,0,0,0,54,0,0,0,0,0.0,unreviewed,not_reviewed,,,True,True,True,True,False,False,False,low,35,no positive sales in entire 54-month panel
14242,东风风神AX5,东风风神,SUV,False,54,0,0,,,,,0,0,0,54,0,0,0,0,0.0,unreviewed,not_reviewed,,,True,True,True,True,False,False,False,low,35,no positive sales in entire 54-month panel
